t,Nu
0.2276,2.79604251
0.2278,2.79604250
0.2280,2.79604249
0.2281,2.79604249
0.2283,2.79604248
0.2285,2.79604248
0.2287,2.79604247
0.2288,2.79604247
0.2290,2.79604246
0.2292,2.79604246
0.2294,2.79604245
0.2296,2.79604245
0.2297,2.79604244
0.2299,2.79604244
0.2301,2.79604243
0.2303,2.79604243
0.2305,2.79604243
0.2306,2.79604242
0.2308,2.79604242
0.2310,2.79604241
0.2312,2.79604241
0.2314,2.79604240
0.2315,2.79604240
0.2317,2.79604239
0.2319,2.79604239
0.2321,2.79604239
0.2322,2.79604238
0.2324,2.79604238
0.2326,2.79604237
0.2328,2.79604237
0.2330,2.79604237
0.2331,2.79604236
0.2333,2.79604236
0.2335,2.79604236
0.2337,2.79604235
0.2339,2.79604235
0.2340,2.79604234
0.2342,2.79604234
0.2344,2.79604234
0.2346,2.79604233
0.2348,2.79604233
0.2349,2.79604233
0.2351,2.79604232
0.2353,2.79604232
0.2355,2.79604232
0.2357,2.79604231
0.2358,2.79604231
0.2360,2.79604231
0.2362,2.79604231
0.2364,2.79604230
0.2365,2.79604230
0.2367,2.79604230
0.2369,2.79604229
0.2371,2.79604229
0.2373,2.79604229
0.2374,2.79604228
0.2376,2.79604228
0.2378,2.79604228
0.2380,2.79604228
0.2382,2.79604227
0.2383,2.79604227
0.2385,2.79604227
0.2387,2.79604227
0.2389,2.79604226
0.2391,2.79604226
0.2392,2.79604226
0.2394,2.79604226
0.2396,2.79604225
0.2398,2.79604225
0.2399,2.79604225
0.2401,2.79604225
0.2403,2.79604224
0.2405,2.79604224
0.2407,2.79604224
0.2408,2.79604224
0.2410,2.79604224
0.2412,2.79604223
0.2414,2.79604223
0.2416,2.79604223
0.2417,2.79604223
0.2419,2.79604222
0.2421,2.79604222
0.2423,2.79604222
0.2425,2.79604222
0.2426,2.79604222
0.2428,2.79604221
0.2430,2.79604221
0.2432,2.79604221
0.2434,2.79604221
0.2435,2.79604221
0.2437,2.79604221
0.2439,2.79604220
0.2441,2.79604220
0.2442,2.79604220
0.2444,2.79604220
0.2446,2.79604220
0.2448,2.79604220
0.2450,2.79604219
0.2451,2.79604219
0.2453,2.79604219
0.2455,2.79604219
0.2457,2.79604219
0.2459,2.79604219
0.2460,2.79604218
0.2462,2.79604218
0.2464,2.79604218
0.2466,2.79604218
0.2468,2.79604218
0.2469,2.79604218
0.2471,2.79604218
0.2473,2.79604217
0.2475,2.79604217
0.2476,2.79604217
0.2478,2.79604217
0.2480,2.79604217
0.2482,2.79604217
0.2484,2.79604217
0.2485,2.79604216
0.2487,2.79604216
0.2489,2.79604216
0.2491,2.79604216
0.2493,2.79604216
0.2494,2.79604216
0.2496,2.79604216
0.2498,2.79604216
0.2500,2.79604216
0.2502,2.79604215
0.2503,2.79604215
0.2505,2.79604215
0.2507,2.79604215
0.2509,2.79604215
0.2511,2.79604215
0.2512,2.79604215
0.2514,2.79604215
0.2516,2.79604215
0.2518,2.79604214
0.2519,2.79604214
0.2521,2.79604214
0.2523,2.79604214
0.2525,2.79604214
0.2527,2.79604214
0.2528,2.79604214
0.2530,2.79604214
0.2532,2.79604214
0.2534,2.79604214
0.2536,2.79604214
0.2537,2.79604213
0.2539,2.79604213
0.2541,2.79604213
0.2543,2.79604213
0.2545,2.79604213
0.2546,2.79604213
0.2548,2.79604213
0.2550,2.79604213
0.2552,2.79604213
0.2553,2.79604213
0.2555,2.79604213
0.2557,2.79604213
0.2559,2.79604212
0.2561,2.79604212
0.2562,2.79604212
0.2564,2.79604212
0.2566,2.79604212
0.2568,2.79604212
0.2570,2.79604212
0.2571,2.79604212
0.2573,2.79604212
0.2575,2.79604212
0.2577,2.79604212
0.2579,2.79604212
0.2580,2.79604212
0.2582,2.79604212
0.2584,2.79604212
0.2586,2.79604211
0.2588,2.79604211
0.2589,2.79604211
0.2591,2.79604211
0.2593,2.79604211
0.2595,2.79604211
0.2596,2.79604211
0.2598,2.79604211
0.2600,2.79604211
0.2602,2.79604211
0.2604,2.79604211
0.2605,2.79604211
0.2607,2.79604211
0.2609,2.79604211
0.2611,2.79604211
0.2613,2.79604211
0.2614,2.79604211
0.2616,2.79604211
0.2618,2.79604211
0.2620,2.79604210
0.2622,2.79604210
0.2623,2.79604210
0.2625,2.79604210
0.2627,2.79604210
0.2629,2.79604210
0.2630,2.79604210
0.2632,2.79604210
0.2634,2.79604210
0.2636,2.79604210
0.2638,2.79604210
0.2639,2.79604210
0.2641,2.79604210
0.2643,2.79604210
0.2645,2.79604210
0.2647,2.79604210
0.2648,2.79604210
0.2650,2.79604210
0.2652,2.79604210
0.2654,2.79604210
0.2656,2.79604210
0.2657,2.79604210
0.2659,2.79604210
0.2661,2.79604210
0.2663,2.79604210
0.2665,2.79604210
0.2666,2.79604209
0.2668,2.79604209
0.2670,2.79604209
0.2672,2.79604209
0.2673,2.79604209
0.2675,2.79604209
0.2677,2.79604209
0.2679,2.79604209
0.2681,2.79604209
0.2682,2.79604209
0.2684,2.79604209
0.2686,2.79604209
0.2688,2.79604209
0.2690,2.79604209
0.2691,2.79604209
0.2693,2.79604209
0.2695,2.79604209
0.2697,2.79604209
0.2699,2.79604209
0.2700,2.79604209
0.2702,2.79604209
0.2704,2.79604209
0.2706,2.79604209
0.2707,2.79604209
0.2709,2.79604209
0.2711,2.79604209
0.2713,2.79604209
0.2715,2.79604209
0.2716,2.79604209
0.2718,2.79604209
0.2720,2.79604209
0.2722,2.79604209
0.2724,2.79604209
0.2725,2.79604209
0.2727,2.79604209
0.2729,2.79604209
0.2731,2.79604209
0.2733,2.79604209
0.2734,2.79604209
0.2736,2.79604209
0.2738,2.79604208
0.2740,2.79604208
0.2742,2.79604208
0.2743,2.79604208
0.2745,2.79604208
0.2747,2.79604208
0.2749,2.79604208
0.2750,2.79604208
0.2752,2.79604208
0.2754,2.79604208
0.2756,2.79604208
0.2758,2.79604208
0.2759,2.79604208
0.2761,2.79604208
0.2763,2.79604208
0.2765,2.79604208
0.2767,2.79604208
0.2768,2.79604208
0.2770,2.79604208
0.2772,2.79604208
0.2774,2.79604208
0.2776,2.79604208
0.2777,2.79604208
0.2779,2.79604208
0.2781,2.79604208
0.2783,2.79604208
0.2784,2.79604208
0.2786,2.79604208
0.2788,2.79604208
0.2790,2.79604208
0.2792,2.79604208
0.2793,2.79604208
0.2795,2.79604208
0.2797,2.79604208
0.2799,2.79604208
0.2801,2.79604208
0.2802,2.79604208
0.2804,2.79604208
0.2806,2.79604208
0.2808,2.79604208
0.2810,2.79604208
0.2811,2.79604208
0.2813,2.79604208
0.2815,2.79604208
0.2817,2.79604208
0.2819,2.79604208
0.2820,2.79604208
0.2822,2.79604208
0.2824,2.79604208
0.2826,2.79604208
0.2827,2.79604208
0.2829,2.79604208
0.2831,2.79604208
0.2833,2.79604208
0.2835,2.79604208
0.2836,2.79604208
0.2838,2.79604208
0.2840,2.79604208
0.2842,2.79604208
0.2844,2.79604208
0.2845,2.79604208
0.2847,2.79604208
0.2849,2.79604208
0.2851,2.79604208
0.2853,2.79604208
0.2854,2.79604208
0.2856,2.79604208
0.2858,2.79604208
0.2860,2.79604208
0.2861,2.79604208
0.2863,2.79604208
0.2865,2.79604208
0.2867,2.79604208
0.2869,2.79604208
0.2870,2.79604208
0.2872,2.79604208
0.2874,2.79604208
0.2876,2.79604208
0.2878,2.79604208
0.2879,2.79604208
0.2881,2.79604208
0.2883,2.79604208
0.2885,2.79604208
0.2887,2.79604208
0.2888,2.79604208
0.2890,2.79604208
0.2892,2.79604208
0.2894,2.79604208
0.2896,2.79604208
0.2897,2.79604208
0.2899,2.79604208
0.2901,2.79604208
0.2903,2.79604208
0.2904,2.79604208
0.2906,2.79604208
0.2908,2.79604208
0.2910,2.79604208
0.2912,2.79604208
0.2913,2.79604208
0.2915,2.79604208
0.2917,2.79604208
0.2919,2.79604208
0.2921,2.79604208
0.2922,2.79604208
0.2924,2.79604208
0.2926,2.79604208
0.2928,2.79604208
0.2930,2.79604208
0.2931,2.79604208
0.2933,2.79604208
0.2935,2.79604208
0.2937,2.79604208
0.2938,2.79604208
0.2940,2.79604208
0.2942,2.79604208
0.2944,2.79604208
0.2946,2.79604208
0.2947,2.79604208
0.2949,2.79604208
0.2951,2.79604208
0.2953,2.79604208
0.2955,2.79604208
0.2956,2.79604208
0.2958,2.79604208
0.2960,2.79604208
0.2962,2.79604208
0.2964,2.79604207
0.2965,2.79604207
0.2967,2.79604207
0.2969,2.79604207
0.2971,2.79604207
0.2973,2.79604207
0.2974,2.79604207
0.2976,2.79604207
0.2978,2.79604207
0.2980,2.79604207
0.2981,2.79604207
0.2983,2.79604207
0.2985,2.79604207
0.2987,2.79604207
0.2989,2.79604207
0.2990,2.79604207
0.2992,2.79604207
0.2994,2.79604207
0.2996,2.79604207
0.2998,2.79604207
0.2999,2.79604207
0.3001,2.79604207
0.3003,2.79604207
0.3005,2.79604207
0.3007,2.79604207
0.3008,2.79604207
0.3010,2.79604207
0.3012,2.79604207
0.3014,2.79604207
0.3015,2.79604207
0.3017,2.79604207
0.3019,2.79604207
0.3021,2.79604207
0.3023,2.79604207
0.3024,2.79604207
0.3026,2.79604207
0.3028,2.79604207
0.3030,2.79604207
0.3032,2.79604207
0.3033,2.79604207
0.3035,2.79604207
0.3037,2.79604207
0.3039,2.79604207
0.3041,2.79604207
0.3042,2.79604207
0.3044,2.79604207
0.3046,2.79604207
0.3048,2.79604207
0.3050,2.79604207
0.3051,2.79604207
0.3053,2.79604207
0.3055,2.79604207
0.3057,2.79604207
0.3058,2.79604207
0.3060,2.79604207
0.3062,2.79604207
0.3064,2.79604207
0.3066,2.79604207
0.3067,2.79604207
0.3069,2.79604207
0.3071,2.79604207
0.3073,2.79604207
0.3075,2.79604207
0.3076,2.79604207
0.3078,2.79604207
0.3080,2.79604207
0.3082,2.79604207
0.3084,2.79604207
0.3085,2.79604207
0.3087,2.79604207
0.3089,2.79604207
0.3091,2.79604207
0.3092,2.79604207
0.3094,2.79604207
0.3096,2.79604207
0.3098,2.79604207
0.3100,2.79604207
0.3101,2.79604207
0.3103,2.79604207
0.3105,2.79604207
0.3107,2.79604207
0.3109,2.79604207
0.3110,2.79604207
0.3112,2.79604207
0.3114,2.79604207
0.3116,2.79604207
0.3118,2.79604207
0.3119,2.79604207
0.3121,2.79604207
0.3123,2.79604207
0.3125,2.79604207
0.3127,2.79604207
0.3128,2.79604207
0.3130,2.79604207
0.3132,2.79604207
0.3134,2.79604207
0.3135,2.79604207
0.3137,2.79604207
0.3139,2.79604207
0.3141,2.79604207
0.3143,2.79604207
0.3144,2.79604207
0.3146,2.79604207
0.3148,2.79604207
0.3150,2.79604207
0.3152,2.79604207
0.3153,2.79604207
0.3155,2.79604207
0.3157,2.79604207
0.3159,2.79604207
0.3161,2.79604207
0.3162,2.79604207
0.3164,2.79604207
0.3166,2.79604207
0.3168,2.79604207
0.3169,2.79604207
0.3171,2.79604207
0.3173,2.79604207
0.3175,2.79604207
0.3177,2.79604207
0.3178,2.79604207
0.3180,2.79604207
0.3182,2.79604207
0.3184,2.79604207
0.3186,2.79604207
0.3187,2.79604207
0.3189,2.79604207
0.3191,2.79604207
0.3193,2.79604207
0.3195,2.79604207
0.3196,2.79604207
0.3198,2.79604207
0.3200,2.79604207
0.3202,2.79604207
0.3204,2.79604207
0.3205,2.79604207
0.3207,2.79604207
0.3209,2.79604207
0.3211,2.79604207
0.3212,2.79604207
0.3214,2.79604207
0.3216,2.79604207
0.3218,2.79604207
0.3220,2.79604207
0.3221,2.79604207
0.3223,2.79604207
0.3225,2.79604207
0.3227,2.79604207
0.3229,2.79604207
0.3230,2.79604207
0.3232,2.79604207
0.3234,2.79604207
0.3236,2.79604207
0.3238,2.79604207
0.3239,2.79604207
0.3241,2.79604207
0.3243,2.79604207
0.3245,2.79604207
0.3246,2.79604207
0.3248,2.79604207
0.3250,2.79604207
0.3252,2.79604207
0.3254,2.79604207
0.3255,2.79604207
0.3257,2.79604207
0.3259,2.79604207
0.3261,2.79604207
0.3263,2.79604207
0.3264,2.79604207
0.3266,2.79604207
0.3268,2.79604207
0.3270,2.79604207
0.3272,2.79604207
0.3273,2.79604207
0.3275,2.79604207
0.3277,2.79604207
0.3279,2.79604207
0.3281,2.79604207
0.3282,2.79604207
0.3284,2.79604207
0.3286,2.79604207
0.3288,2.79604207
0.3289,2.79604207
0.3291,2.79604207
0.3293,2.79604207
0.3295,2.79604207
0.3297,2.79604207
0.3298,2.79604207
0.3300,2.79604207
0.3302,2.79604207
0.3304,2.79604207
0.3306,2.79604207
0.3307,2.79604207
0.3309,2.79604207
0.3311,2.79604207
0.3313,2.79604207
0.3315,2.79604207
0.3316,2.79604207
0.3318,2.79604207
0.3320,2.79604207
0.3322,2.79604207
0.3323,2.79604207
0.3325,2.79604207
0.3327,2.79604207
0.3329,2.79604207
0.3331,2.79604207
0.3332,2.79604207
0.3334,2.79604207
0.3336,2.79604207
0.3338,2.79604207
0.3340,2.79604207
0.3341,2.79604207
0.3343,2.79604207
0.3345,2.79604207
0.3347,2.79604207
0.3349,2.79604207
0.3350,2.79604207
0.3352,2.79604207
0.3354,2.79604208
0.3356,2.79604208
0.3358,2.79604208
0.3359,2.79604208
0.3361,2.79604208
0.3363,2.79604208
0.3365,2.79604208
0.3366,2.79604208
0.3368,2.79604208
0.3370,2.79604208
0.3372,2.79604208
0.3374,2.79604208
0.3375,2.79604208
0.3377,2.79604208
0.3379,2.79604208
0.3381,2.79604208
0.3383,2.79604208
0.3384,2.79604208
0.3386,2.79604208
0.3388,2.79604208
0.3390,2.79604208
0.3392,2.79604208
0.3393,2.79604208
0.3395,2.79604208
0.3397,2.79604208
0.3399,2.79604208
0.3400,2.79604208
0.3402,2.79604208
0.3404,2.79604208
0.3406,2.79604208
0.3408,2.79604208
0.3409,2.79604208
0.3411,2.79604208
0.3413,2.79604208
0.3415,2.79604208
0.3417,2.79604208
0.3418,2.79604208
0.3420,2.79604208
0.3422,2.79604208
0.3424,2.79604208
0.3426,2.79604208
0.3427,2.79604208
0.3429,2.79604208
0.3431,2.79604208
0.3433,2.79604208
0.3435,2.79604208
0.3436,2.79604208
0.3438,2.79604208
0.3440,2.79604208
0.3442,2.79604208
0.3443,2.79604208
0.3445,2.79604208
0.3447,2.79604208
0.3449,2.79604208
0.3451,2.79604208
0.3452,2.79604208
0.3454,2.79604208
0.3456,2.79604208
0.3458,2.79604208
0.3460,2.79604208
0.3461,2.79604208
0.3463,2.79604208
0.3465,2.79604208
0.3467,2.79604208
0.3469,2.79604208
0.3470,2.79604208
0.3472,2.79604208
0.3474,2.79604208
0.3476,2.79604208
0.3477,2.79604208
0.3479,2.79604208
0.3481,2.79604208
0.3483,2.79604208
0.3485,2.79604208
0.3486,2.79604208
0.3488,2.79604208
0.3490,2.79604208
0.3492,2.79604208
0.3494,2.79604208
0.3495,2.79604208
0.3497,2.79604208
0.3499,2.79604208
0.3501,2.79604208
0.3503,2.79604208
0.3504,2.79604208
0.3506,2.79604208
0.3508,2.79604208
0.3510,2.79604208
0.3512,2.79604208
0.3513,2.79604208
0.3515,2.79604208
0.3517,2.79604208
0.3519,2.79604208
0.3520,2.79604208
0.3522,2.79604208
0.3524,2.79604208
0.3526,2.79604208
0.3528,2.79604208
0.3529,2.79604208
0.3531,2.79604208
0.3533,2.79604208
0.3535,2.79604208
0.3537,2.79604208
0.3538,2.79604208
0.3540,2.79604208
0.3542,2.79604208
0.3544,2.79604208
0.3546,2.79604208
0.3547,2.79604208
0.3549,2.79604208
0.3551,2.79604208
0.3553,2.79604208
0.3554,2.79604208
0.3556,2.79604208
0.3558,2.79604208
0.3560,2.79604208
0.3562,2.79604208
0.3563,2.79604208
0.3565,2.79604208
0.3567,2.79604208
0.3569,2.79604208
0.3571,2.79604208
0.3572,2.79604208
0.3574,2.79604208
0.3576,2.79604208
0.3578,2.79604208
0.3580,2.79604208
0.3581,2.79604208
0.3583,2.79604208
0.3585,2.79604208
0.3587,2.79604208
0.3589,2.79604208
0.3590,2.79604208
0.3592,2.79604208
0.3594,2.79604208
0.3596,2.79604208
0.3597,2.79604208
0.3599,2.79604208
0.3601,2.79604208
0.3603,2.79604208
0.3605,2.79604208
0.3606,2.79604208
0.3608,2.79604208
0.3610,2.79604208
0.3612,2.79604208
0.3614,2.79604208
0.3615,2.79604208
0.3617,2.79604208
0.3619,2.79604208
0.3621,2.79604208
0.3623,2.79604208
0.3624,2.79604208
0.3626,2.79604208
0.3628,2.79604208
0.3630,2.79604208
0.3631,2.79604208
0.3633,2.79604208
0.3635,2.79604208
0.3637,2.79604208
0.3639,2.79604208
0.3640,2.79604208
0.3642,2.79604208
0.3644,2.79604208
0.3646,2.79604208
0.3648,2.79604208
0.3649,2.79604208
0.3651,2.79604208
0.3653,2.79604208
0.3655,2.79604208
0.3657,2.79604208
0.3658,2.79604208
0.3660,2.79604208
0.3662,2.79604208
0.3664,2.79604208
0.3666,2.79604208
0.3667,2.79604208
0.3669,2.79604208
0.3671,2.79604208
0.3673,2.79604208
0.3674,2.79604208
0.3676,2.79604208
0.3678,2.79604208
0.3680,2.79604208
0.3682,2.79604208
0.3683,2.79604208
0.3685,2.79604208
0.3687,2.79604208
0.3689,2.79604208
0.3691,2.79604208
0.3692,2.79604208
0.3694,2.79604208
0.3696,2.79604208
0.3698,2.79604208
0.3700,2.79604208
0.3701,2.79604208
0.3703,2.79604208
0.3705,2.79604208
0.3707,2.79604208
0.3708,2.79604208
0.3710,2.79604208
0.3712,2.79604208
0.3714,2.79604208
0.3716,2.79604208
0.3717,2.79604208
0.3719,2.79604208
0.3721,2.79604208
0.3723,2.79604208
0.3725,2.79604208
0.3726,2.79604208
0.3728,2.79604208
0.3730,2.79604208
0.3732,2.79604208
0.3734,2.79604208
0.3735,2.79604208
0.3737,2.79604208
0.3739,2.79604208
0.3741,2.79604208
0.3742,2.79604208
0.3744,2.79604208
0.3746,2.79604208
0.3748,2.79604208
0.3750,2.79604208
0.3751,2.79604208
0.3753,2.79604208
0.3755,2.79604208
0.3757,2.79604208
0.3759,2.79604208
0.3760,2.79604208
0.3762,2.79604208
0.3764,2.79604208
0.3766,2.79604208
0.3768,2.79604208
0.3769,2.79604208
0.3771,2.79604208
0.3773,2.79604208
0.3775,2.79604208
0.3777,2.79604208
0.3778,2.79604208
0.3780,2.79604208
0.3782,2.79604208
0.3784,2.79604208
0.3785,2.79604208
0.3787,2.79604208
0.3789,2.79604208
0.3791,2.79604208
0.3793,2.79604208
0.3794,2.79604208
0.3796,2.79604208
0.3798,2.79604208
0.3800,2.79604208
0.3802,2.79604208
0.3803,2.79604208
0.3805,2.79604208
0.3807,2.79604208
0.3809,2.79604208
0.3811,2.79604208
0.3812,2.79604208
0.3814,2.79604208
0.3816,2.79604208
0.3818,2.79604208
0.3819,2.79604208
0.3821,2.79604208
0.3823,2.79604208
0.3825,2.79604208
0.3827,2.79604208
0.3828,2.79604208
0.3830,2.79604208
0.3832,2.79604208
0.3834,2.79604208
0.3836,2.79604208
0.3837,2.79604208
0.3839,2.79604208
0.3841,2.79604208
0.3843,2.79604208
0.3845,2.79604208
0.3846,2.79604208
0.3848,2.79604208
0.3850,2.79604208
0.3852,2.79604208
0.3854,2.79604208
0.3855,2.79604208
0.3857,2.79604208
0.3859,2.79604208
0.3861,2.79604208
0.3862,2.79604208
0.3864,2.79604208
0.3866,2.79604208
0.3868,2.79604208
0.3870,2.79604208
0.3871,2.79604208
0.3873,2.79604208
0.3875,2.79604208
0.3877,2.79604208
0.3879,2.79604208
0.3880,2.79604208
0.3882,2.79604208
0.3884,2.79604208
0.3886,2.79604208
0.3888,2.79604208
0.3889,2.79604208
0.3891,2.79604208
0.3893,2.79604208
0.3895,2.79604208
0.3896,2.79604208
0.3898,2.79604208
0.3900,2.79604208
0.3902,2.79604208
0.3904,2.79604208
0.3905,2.79604208
0.3907,2.79604208
0.3909,2.79604208
0.3911,2.79604208
0.3913,2.79604208
0.3914,2.79604208
0.3916,2.79604208
0.3918,2.79604208
0.3920,2.79604208
0.3922,2.79604208
0.3923,2.79604208
0.3925,2.79604208
0.3927,2.79604208
0.3929,2.79604208
0.3931,2.79604208
0.3932,2.79604208
0.3934,2.79604208
0.3936,2.79604208
0.3938,2.79604208
0.3939,2.79604208
0.3941,2.79604208
0.3943,2.79604208
0.3945,2.79604208
0.3947,2.79604208
0.3948,2.79604208
0.3950,2.79604208
0.3952,2.79604208
0.3954,2.79604208
0.3956,2.79604208
0.3957,2.79604208
0.3959,2.79604208
0.3961,2.79604208
0.3963,2.79604208
0.3965,2.79604208
0.3966,2.79604208
0.3968,2.79604208
0.3970,2.79604208
0.3972,2.79604208
0.3973,2.79604208
0.3975,2.79604208
0.3977,2.79604208
0.3979,2.79604208
0.3981,2.79604208
0.3982,2.79604208
0.3984,2.79604208
0.3986,2.79604208
0.3988,2.79604208
0.3990,2.79604208
0.3991,2.79604208
0.3993,2.79604208
0.3995,2.79604208
0.3997,2.79604208
0.3999,2.79604208
0.4000,2.79604208
0.4002,2.79604208
0.4004,2.79604208
0.4006,2.79604208
0.4008,2.79604208
0.4009,2.79604208
0.4011,2.79604208
0.4013,2.79604208
0.4015,2.79604208
0.4016,2.79604208
0.4018,2.79604208
0.4020,2.79604208
0.4022,2.79604208
0.4024,2.79604208
0.4025,2.79604208
0.4027,2.79604208
0.4029,2.79604208
0.4031,2.79604208
0.4033,2.79604208
0.4034,2.79604208
0.4036,2.79604208
0.4038,2.79604208
0.4040,2.79604208
0.4042,2.79604208
0.4043,2.79604208
0.4045,2.79604208
0.4047,2.79604208
0.4049,2.79604208
0.4050,2.79604208
0.4052,2.79604208
0.4054,2.79604208
0.4056,2.79604208
0.4058,2.79604208
0.4059,2.79604208
0.4061,2.79604208
0.4063,2.79604208
0.4065,2.79604208
0.4067,2.79604208
0.4068,2.79604208
0.4070,2.79604208
0.4072,2.79604208
0.4074,2.79604208
0.4076,2.79604208
0.4077,2.79604208
0.4079,2.79604208
0.4081,2.79604208
0.4083,2.79604208
0.4085,2.79604208
0.4086,2.79604208
0.4088,2.79604208
0.4090,2.79604208
0.4092,2.79604208
0.4093,2.79604208
0.4095,2.79604208
0.4097,2.79604208
0.4099,2.79604208
0.4101,2.79604208
0.4102,2.79604208
0.4104,2.79604208
0.4106,2.79604208
0.4108,2.79604208
0.4110,2.79604208
0.4111,2.79604208
0.4113,2.79604208
0.4115,2.79604208
0.4117,2.79604208
0.4119,2.79604208
0.4120,2.79604208
0.4122,2.79604208
0.4124,2.79604208
0.4126,2.79604208
0.4127,2.79604208
0.4129,2.79604208
0.4131,2.79604208
0.4133,2.79604208
0.4135,2.79604208
0.4136,2.79604208
0.4138,2.79604208
0.4140,2.79604208
0.4142,2.79604208
0.4144,2.79604208
0.4145,2.79604208
0.4147,2.79604208
0.4149,2.79604208
0.4151,2.79604208
0.4153,2.79604208
0.4154,2.79604208
0.4156,2.79604208
0.4158,2.79604208
0.4160,2.79604208
0.4162,2.79604208
0.4163,2.79604208
0.4165,2.79604208
0.4167,2.79604208
0.4169,2.79604208
0.4170,2.79604208
0.4172,2.79604208
0.4174,2.79604208
0.4176,2.79604208
0.4178,2.79604208
0.4179,2.79604208
0.4181,2.79604208
0.4183,2.79604208
0.4185,2.79604208
0.4187,2.79604208
0.4188,2.79604208
0.4190,2.79604208
0.4192,2.79604208
0.4194,2.79604208
0.4196,2.79604208
0.4197,2.79604208
0.4199,2.79604208
0.4201,2.79604208
0.4203,2.79604208
0.4204,2.79604208
0.4206,2.79604208
0.4208,2.79604208
0.4210,2.79604208
0.4212,2.79604208
0.4213,2.79604208
0.4215,2.79604208
0.4217,2.79604208
0.4219,2.79604208
0.4221,2.79604208
0.4222,2.79604208
0.4224,2.79604208
0.4226,2.79604208
0.4228,2.79604208
0.4230,2.79604208
0.4231,2.79604208
0.4233,2.79604208
0.4235,2.79604208
0.4237,2.79604208
0.4239,2.79604208
0.4240,2.79604208
0.4242,2.79604208
0.4244,2.79604208
0.4246,2.79604208
0.4247,2.79604208
0.4249,2.79604208
0.4251,2.79604208
0.4253,2.79604208
0.4255,2.79604208
0.4256,2.79604208
0.4258,2.79604208
0.4260,2.79604208
0.4262,2.79604208
0.4264,2.79604208
0.4265,2.79604208
0.4267,2.79604208
0.4269,2.79604208
0.4271,2.79604208
0.4273,2.79604208
0.4274,2.79604208
0.4276,2.79604208
0.4278,2.79604208
0.4280,2.79604208
0.4281,2.79604208
0.4283,2.79604208
0.4285,2.79604208
0.4287,2.79604208
0.4289,2.79604208
0.4290,2.79604208
0.4292,2.79604208
0.4294,2.79604208
0.4296,2.79604208
0.4298,2.79604208
0.4299,2.79604208
0.4301,2.79604208
0.4303,2.79604208
0.4305,2.79604208
0.4307,2.79604208
0.4308,2.79604208
0.4310,2.79604208
0.4312,2.79604208
0.4314,2.79604208
0.4316,2.79604208
0.4317,2.79604208
0.4319,2.79604208
0.4321,2.79604208
0.4323,2.79604208
0.4324,2.79604208
0.4326,2.79604208
0.4328,2.79604208
0.4330,2.79604208
0.4332,2.79604208
0.4333,2.79604208
0.4335,2.79604208
0.4337,2.79604208
0.4339,2.79604208
0.4341,2.79604208
0.4342,2.79604208
0.4344,2.79604208
0.4346,2.79604208
0.4348,2.79604208
0.4350,2.79604208
0.4351,2.79604208
0.4353,2.79604208
0.4355,2.79604208
0.4357,2.79604208
0.4358,2.79604208
0.4360,2.79604208
0.4362,2.79604208
0.4364,2.79604208
0.4366,2.79604208
0.4367,2.79604208
0.4369,2.79604208
0.4371,2.79604208
0.4373,2.79604208
0.4375,2.79604208
0.4376,2.79604208
0.4378,2.79604208
0.4380,2.79604208
0.4382,2.79604208
0.4384,2.79604208
0.4385,2.79604208
0.4387,2.79604208
0.4389,2.79604208
0.4391,2.79604208
0.4393,2.79604208
0.4394,2.79604208
0.4396,2.79604208
0.4398,2.79604208
0.4400,2.79604208
0.4401,2.79604208
0.4403,2.79604208
0.4405,2.79604208
0.4407,2.79604208
0.4409,2.79604208
0.4410,2.79604208
0.4412,2.79604208
0.4414,2.79604208
0.4416,2.79604208
0.4418,2.79604208
0.4419,2.79604208
0.4421,2.79604208
0.4423,2.79604208
0.4425,2.79604208
0.4427,2.79604208
0.4428,2.79604208
0.4430,2.79604208
0.4432,2.79604208
0.4434,2.79604208
0.4435,2.79604208
0.4437,2.79604208
0.4439,2.79604208
0.4441,2.79604208
0.4443,2.79604208
0.4444,2.79604208
0.4446,2.79604208
0.4448,2.79604208
0.4450,2.79604208
0.4452,2.79604208
0.4453,2.79604208
0.4455,2.79604208
0.4457,2.79604208
0.4459,2.79604208
0.4461,2.79604208
0.4462,2.79604208
0.4464,2.79604208
0.4466,2.79604208
0.4468,2.79604208
0.4470,2.79604208
0.4471,2.79604208
0.4473,2.79604208
0.4475,2.79604208
0.4477,2.79604208
0.4478,2.79604208
0.4480,2.79604208
0.4482,2.79604208
0.4484,2.79604208
0.4486,2.79604208
0.4487,2.79604208
0.4489,2.79604208
0.4491,2.79604208
0.4493,2.79604208
0.4495,2.79604208
0.4496,2.79604208
0.4498,2.79604208
0.4500,2.79604208
0.4502,2.79604208
0.4504,2.79604208
0.4505,2.79604208
0.4507,2.79604208
0.4509,2.79604208
0.4511,2.79604208
0.4512,2.79604208
0.4514,2.79604208
0.4516,2.79604208
0.4518,2.79604208
0.4520,2.79604208
0.4521,2.79604208
0.4523,2.79604208
0.4525,2.79604208
0.4527,2.79604208
0.4529,2.79604208
0.4530,2.79604208
0.4532,2.79604208
0.4534,2.79604208
0.4536,2.79604208
0.4538,2.79604208
0.4539,2.79604208
0.4541,2.79604208
0.4543,2.79604208
0.4545,2.79604208
0.4547,2.79604208
0.4548,2.79604208
0.4550,2.79604208
0.4552,2.79604208
