t,Nu
0.0260,2.93650187
0.0261,2.93397042
0.0263,2.93159530
0.0265,2.92937422
0.0267,2.92730388
0.0269,2.92538011
0.0270,2.92359792
0.0272,2.92195172
0.0274,2.92043538
0.0276,2.91904236
0.0278,2.91776579
0.0279,2.91659859
0.0281,2.91553352
0.0283,2.91456326
0.0285,2.91368047
0.0287,2.91287787
0.0288,2.91214826
0.0290,2.91148456
0.0292,2.91087987
0.0294,2.91032746
0.0295,2.90982084
0.0297,2.90935372
0.0299,2.90892010
0.0301,2.90851421
0.0303,2.90813056
0.0304,2.90776391
0.0306,2.90740933
0.0308,2.90706215
0.0310,2.90671798
0.0312,2.90637271
0.0313,2.90602250
0.0315,2.90566381
0.0317,2.90529333
0.0319,2.90490808
0.0321,2.90450531
0.0322,2.90408255
0.0324,2.90363761
0.0326,2.90316856
0.0328,2.90267373
0.0329,2.90215172
0.0331,2.90160139
0.0333,2.90102184
0.0335,2.90041246
0.0337,2.89977285
0.0338,2.89910289
0.0340,2.89840266
0.0342,2.89767251
0.0344,2.89691299
0.0346,2.89612485
0.0347,2.89530906
0.0349,2.89446679
0.0351,2.89359935
0.0353,2.89270824
0.0355,2.89179510
0.0356,2.89086169
0.0358,2.88990990
0.0360,2.88894169
0.0362,2.88795912
0.0364,2.88696431
0.0365,2.88595940
0.0367,2.88494657
0.0369,2.88392801
0.0371,2.88290588
0.0372,2.88188234
0.0374,2.88085949
0.0376,2.87983936
0.0378,2.87882392
0.0380,2.87781508
0.0381,2.87681461
0.0383,2.87582420
0.0385,2.87484544
0.0387,2.87387976
0.0389,2.87292849
0.0390,2.87199283
0.0392,2.87107383
0.0394,2.87017241
0.0396,2.86928935
0.0398,2.86842530
0.0399,2.86758076
0.0401,2.86675612
0.0403,2.86595161
0.0405,2.86516737
0.0406,2.86440339
0.0408,2.86365958
0.0410,2.86293570
0.0412,2.86223144
0.0414,2.86154640
0.0415,2.86088009
0.0417,2.86023194
0.0419,2.85960130
0.0421,2.85898749
0.0423,2.85838976
0.0424,2.85780733
0.0426,2.85723935
0.0428,2.85668499
0.0430,2.85614338
0.0432,2.85561362
0.0433,2.85509484
0.0435,2.85458614
0.0437,2.85409115
0.0439,2.85361845
0.0441,2.85315203
0.0442,2.85269131
0.0444,2.85223571
0.0446,2.85178466
0.0448,2.85133760
0.0449,2.85089400
0.0451,2.85045334
0.0453,2.85001512
0.0455,2.84957890
0.0457,2.84914424
0.0458,2.84871075
0.0460,2.84827808
0.0462,2.84784592
0.0464,2.84741398
0.0466,2.84698205
0.0467,2.84654991
0.0469,2.84611741
0.0471,2.84568444
0.0473,2.84525090
0.0475,2.84481676
0.0476,2.84438200
0.0478,2.84394664
0.0480,2.84351073
0.0482,2.84307435
0.0483,2.84263762
0.0485,2.84220066
0.0487,2.84176363
0.0489,2.84132671
0.0491,2.84089010
0.0492,2.84045400
0.0494,2.84001864
0.0496,2.83958425
0.0498,2.83915109
0.0500,2.83871939
0.0501,2.83828942
0.0503,2.83786142
0.0505,2.83743565
0.0507,2.83701236
0.0509,2.83659180
0.0510,2.83617420
0.0512,2.83575979
0.0514,2.83534879
0.0516,2.83494141
0.0518,2.83453784
0.0519,2.83413825
0.0521,2.83374282
0.0523,2.83335168
0.0525,2.83296497
0.0526,2.83258281
0.0528,2.83220528
0.0530,2.83183247
0.0532,2.83146443
0.0534,2.83110122
0.0535,2.83074285
0.0537,2.83038935
0.0539,2.83004070
0.0541,2.82969689
0.0543,2.82935788
0.0544,2.82902363
0.0546,2.82869408
0.0548,2.82836915
0.0550,2.82804877
0.0552,2.82773284
0.0553,2.82742127
0.0555,2.82711394
0.0557,2.82680813
0.0559,2.82649610
0.0560,2.82618590
0.0562,2.82588027
0.0564,2.82557896
0.0566,2.82528174
0.0568,2.82498839
0.0569,2.82469869
0.0571,2.82441246
0.0573,2.82412952
0.0575,2.82384969
0.0577,2.82357284
0.0578,2.82329881
0.0580,2.82302747
0.0582,2.82275869
0.0584,2.82249237
0.0586,2.82222839
0.0587,2.82196668
0.0589,2.82170713
0.0591,2.82144967
0.0593,2.82119424
0.0595,2.82094079
0.0596,2.82068925
0.0598,2.82043959
0.0600,2.82019178
0.0602,2.81994579
0.0603,2.81970159
0.0605,2.81945918
0.0607,2.81921854
0.0609,2.81897966
0.0611,2.81874255
0.0612,2.81850720
0.0614,2.81827363
0.0616,2.81804183
0.0618,2.81781183
0.0620,2.81758362
0.0621,2.81735723
0.0623,2.81713266
0.0625,2.81690994
0.0627,2.81668908
0.0629,2.81647008
0.0630,2.81625298
0.0632,2.81603778
0.0634,2.81582450
0.0636,2.81561315
0.0637,2.81540375
0.0639,2.81519631
0.0641,2.81499084
0.0643,2.81478735
0.0645,2.81458586
0.0646,2.81438636
0.0648,2.81418887
0.0650,2.81399339
0.0652,2.81379993
0.0654,2.81360848
0.0655,2.81341906
0.0657,2.81323165
0.0659,2.81304626
0.0661,2.81286287
0.0663,2.81268150
0.0664,2.81250212
0.0666,2.81232473
0.0668,2.81214931
0.0670,2.81197587
0.0672,2.81180438
0.0673,2.81163482
0.0675,2.81146719
0.0677,2.81130147
0.0679,2.81113763
0.0680,2.81097567
0.0682,2.81081555
0.0684,2.81065725
0.0686,2.81050076
0.0688,2.81034605
0.0689,2.81019310
0.0691,2.81004188
0.0693,2.80989237
0.0695,2.80974454
0.0697,2.80959837
0.0698,2.80945383
0.0700,2.80931090
0.0702,2.80916954
0.0704,2.80902974
0.0706,2.80889146
0.0707,2.80875468
0.0709,2.80861938
0.0711,2.80848553
0.0713,2.80835310
0.0714,2.80822208
0.0716,2.80809242
0.0718,2.80796413
0.0720,2.80783716
0.0722,2.80771149
0.0723,2.80758712
0.0725,2.80746401
0.0727,2.80734214
0.0729,2.80722150
0.0731,2.80710207
0.0732,2.80698382
0.0734,2.80686675
0.0736,2.80675084
0.0738,2.80663607
0.0740,2.80652242
0.0741,2.80640989
0.0743,2.80629847
0.0745,2.80618813
0.0747,2.80607887
0.0748,2.80597069
0.0750,2.80586356
0.0752,2.80575748
0.0754,2.80565245
0.0756,2.80554845
0.0757,2.80544547
0.0759,2.80534352
0.0761,2.80524258
0.0763,2.80514265
0.0765,2.80504372
0.0766,2.80494578
0.0768,2.80484884
0.0770,2.80475288
0.0772,2.80465791
0.0774,2.80456391
0.0775,2.80447088
0.0777,2.80437881
0.0779,2.80428771
0.0781,2.80419756
0.0783,2.80410837
0.0784,2.80402011
0.0786,2.80393280
0.0788,2.80384642
0.0790,2.80376096
0.0791,2.80367643
0.0793,2.80359281
0.0795,2.80351010
0.0797,2.80342828
0.0799,2.80334736
0.0800,2.80326733
0.0802,2.80318817
0.0804,2.80310989
0.0806,2.80303246
0.0808,2.80295589
0.0809,2.80288016
0.0811,2.80280527
0.0813,2.80273120
0.0815,2.80265795
0.0817,2.80258551
0.0818,2.80251387
0.0820,2.80244302
0.0822,2.80237295
0.0824,2.80230365
0.0825,2.80223511
0.0827,2.80216732
0.0829,2.80210028
0.0831,2.80203396
0.0833,2.80196837
0.0834,2.80190350
0.0836,2.80183933
0.0838,2.80177586
0.0840,2.80171307
0.0842,2.80165096
0.0843,2.80158952
0.0845,2.80152875
0.0847,2.80146862
0.0849,2.80140914
0.0851,2.80135030
0.0852,2.80129209
0.0854,2.80123449
0.0856,2.80117752
0.0858,2.80112114
0.0860,2.80106537
0.0861,2.80101019
0.0863,2.80095560
0.0865,2.80090158
0.0867,2.80084814
0.0868,2.80079526
0.0870,2.80074294
0.0872,2.80069118
0.0874,2.80063997
0.0876,2.80058930
0.0877,2.80053917
0.0879,2.80048956
0.0881,2.80044049
0.0883,2.80039194
0.0885,2.80034390
0.0886,2.80029637
0.0888,2.80024935
0.0890,2.80020284
0.0892,2.80015682
0.0894,2.80011129
0.0895,2.80006625
0.0897,2.80002169
0.0899,2.79997761
0.0901,2.79993400
0.0902,2.79989086
0.0904,2.79984819
0.0906,2.79980598
0.0908,2.79976423
0.0910,2.79972292
0.0911,2.79968207
0.0913,2.79964166
0.0915,2.79960168
0.0917,2.79956215
0.0919,2.79952304
0.0920,2.79948436
0.0922,2.79944610
0.0924,2.79940826
0.0926,2.79937084
0.0928,2.79933382
0.0929,2.79929721
0.0931,2.79926100
0.0933,2.79922519
0.0935,2.79918977
0.0937,2.79915474
0.0938,2.79912010
0.0940,2.79908583
0.0942,2.79905195
0.0944,2.79901843
0.0945,2.79898529
0.0947,2.79895251
0.0949,2.79892009
0.0951,2.79888803
0.0953,2.79885632
0.0954,2.79882496
0.0956,2.79879394
0.0958,2.79876327
0.0960,2.79873293
0.0962,2.79870293
0.0963,2.79867326
0.0965,2.79864392
0.0967,2.79861489
0.0969,2.79858619
0.0971,2.79855780
0.0972,2.79852973
0.0974,2.79850196
0.0976,2.79847450
0.0978,2.79844734
0.0979,2.79842048
0.0981,2.79839391
0.0983,2.79836764
0.0985,2.79834165
0.0987,2.79831595
0.0988,2.79829053
0.0990,2.79826539
0.0992,2.79824052
0.0994,2.79821593
0.0996,2.79819161
0.0997,2.79816755
0.0999,2.79814376
0.1001,2.79812023
0.1003,2.79809696
0.1005,2.79807394
0.1006,2.79805117
0.1008,2.79802866
0.1010,2.79800639
0.1012,2.79798437
0.1014,2.79796258
0.1015,2.79794104
0.1017,2.79791973
0.1019,2.79789866
0.1021,2.79787782
0.1022,2.79785721
0.1024,2.79783683
0.1026,2.79781667
0.1028,2.79779673
0.1030,2.79777701
0.1031,2.79775751
0.1033,2.79773822
0.1035,2.79771915
0.1037,2.79770029
0.1039,2.79768163
0.1040,2.79766318
0.1042,2.79764494
0.1044,2.79762690
0.1046,2.79760905
0.1048,2.79759141
0.1049,2.79757396
0.1051,2.79755670
0.1053,2.79753964
0.1055,2.79752276
0.1056,2.79750608
0.1058,2.79748957
0.1060,2.79747325
0.1062,2.79745712
0.1064,2.79744116
0.1065,2.79742538
0.1067,2.79740977
0.1069,2.79739434
0.1071,2.79737908
0.1073,2.79736399
0.1074,2.79734907
0.1076,2.79733431
0.1078,2.79731972
0.1080,2.79730529
0.1082,2.79729102
0.1083,2.79727691
0.1085,2.79726296
0.1087,2.79724917
0.1089,2.79723553
0.1091,2.79722204
0.1092,2.79720870
0.1094,2.79719551
0.1096,2.79718246
0.1098,2.79716957
0.1099,2.79715681
0.1101,2.79714420
0.1103,2.79713173
0.1105,2.79711940
0.1107,2.79710721
0.1108,2.79709515
0.1110,2.79708323
0.1112,2.79707144
0.1114,2.79705978
0.1116,2.79704825
0.1117,2.79703685
0.1119,2.79702558
0.1121,2.79701443
0.1123,2.79700341
0.1125,2.79699251
0.1126,2.79698174
0.1128,2.79697108
0.1130,2.79696054
0.1132,2.79695012
0.1133,2.79693982
0.1135,2.79692963
0.1137,2.79691956
0.1139,2.79690960
0.1141,2.79689975
0.1142,2.79689001
0.1144,2.79688038
0.1146,2.79687085
0.1148,2.79686144
0.1150,2.79685212
0.1151,2.79684292
0.1153,2.79683381
0.1155,2.79682481
0.1157,2.79681591
0.1159,2.79680711
0.1160,2.79679841
0.1162,2.79678980
0.1164,2.79678129
0.1166,2.79677288
0.1168,2.79676456
0.1169,2.79675634
0.1171,2.79674821
0.1173,2.79674016
0.1175,2.79673221
0.1176,2.79672435
0.1178,2.79671658
0.1180,2.79670889
0.1182,2.79670129
0.1184,2.79669378
0.1185,2.79668635
0.1187,2.79667901
0.1189,2.79667174
0.1191,2.79666456
0.1193,2.79665746
0.1194,2.79665044
0.1196,2.79664350
0.1198,2.79663664
0.1200,2.79662985
0.1202,2.79662314
0.1203,2.79661651
0.1205,2.79660995
0.1207,2.79660346
0.1209,2.79659705
0.1210,2.79659071
0.1212,2.79658445
0.1214,2.79657825
0.1216,2.79657212
0.1218,2.79656606
0.1219,2.79656008
0.1221,2.79655415
0.1223,2.79654830
0.1225,2.79654251
0.1227,2.79653679
0.1228,2.79653113
0.1230,2.79652553
0.1232,2.79652000
0.1234,2.79651453
0.1236,2.79650913
0.1237,2.79650378
0.1239,2.79649849
0.1241,2.79649327
0.1243,2.79648810
0.1245,2.79648299
0.1246,2.79647794
0.1248,2.79647295
0.1250,2.79646801
0.1252,2.79646313
0.1253,2.79645831
0.1255,2.79645354
0.1257,2.79644882
0.1259,2.79644416
0.1261,2.79643954
0.1262,2.79643499
0.1264,2.79643048
0.1266,2.79642602
0.1268,2.79642162
0.1270,2.79641726
0.1271,2.79641296
0.1273,2.79640870
0.1275,2.79640449
0.1277,2.79640033
0.1279,2.79639622
0.1280,2.79639215
0.1282,2.79638813
0.1284,2.79638415
0.1286,2.79638022
0.1287,2.79637634
0.1289,2.79637249
0.1291,2.79636870
0.1293,2.79636494
0.1295,2.79636123
0.1296,2.79635756
0.1298,2.79635393
0.1300,2.79635034
0.1302,2.79634680
0.1304,2.79634329
0.1305,2.79633983
0.1307,2.79633640
0.1309,2.79633301
0.1311,2.79632966
0.1313,2.79632635
0.1314,2.79632308
0.1316,2.79631984
0.1318,2.79631664
0.1320,2.79631348
0.1322,2.79631035
0.1323,2.79630726
0.1325,2.79630421
0.1327,2.79630119
0.1329,2.79629820
0.1330,2.79629525
0.1332,2.79629233
0.1334,2.79628944
0.1336,2.79628659
0.1338,2.79628377
0.1339,2.79628098
0.1341,2.79627823
0.1343,2.79627550
0.1345,2.79627281
0.1347,2.79627015
0.1348,2.79626751
0.1350,2.79626491
0.1352,2.79626234
0.1354,2.79625980
0.1356,2.79625728
0.1357,2.79625480
0.1359,2.79625234
0.1361,2.79624991
0.1363,2.79624751
0.1364,2.79624513
0.1366,2.79624279
0.1368,2.79624047
0.1370,2.79623818
0.1372,2.79623591
0.1373,2.79623367
0.1375,2.79623145
0.1377,2.79622926
0.1379,2.79622710
0.1381,2.79622496
0.1382,2.79622284
0.1384,2.79622075
0.1386,2.79621868
0.1388,2.79621664
0.1390,2.79621462
0.1391,2.79621262
0.1393,2.79621064
0.1395,2.79620869
0.1397,2.79620676
0.1399,2.79620485
0.1400,2.79620297
0.1402,2.79620110
0.1404,2.79619926
0.1406,2.79619744
0.1407,2.79619564
0.1409,2.79619386
0.1411,2.79619210
0.1413,2.79619036
0.1415,2.79618864
0.1416,2.79618694
0.1418,2.79618526
0.1420,2.79618360
0.1422,2.79618196
0.1424,2.79618033
0.1425,2.79617873
0.1427,2.79617714
0.1429,2.79617558
0.1431,2.79617403
0.1433,2.79617249
0.1434,2.79617098
0.1436,2.79616948
0.1438,2.79616800
0.1440,2.79616654
0.1441,2.79616509
0.1443,2.79616366
0.1445,2.79616225
0.1447,2.79616085
0.1449,2.79615947
0.1450,2.79615811
0.1452,2.79615676
0.1454,2.79615543
0.1456,2.79615411
0.1458,2.79615281
0.1459,2.79615152
0.1461,2.79615024
0.1463,2.79614899
0.1465,2.79614774
0.1467,2.79614651
0.1468,2.79614530
0.1470,2.79614409
0.1472,2.79614291
0.1474,2.79614173
0.1476,2.79614057
0.1477,2.79613943
0.1479,2.79613829
0.1481,2.79613717
0.1483,2.79613606
0.1484,2.79613497
0.1486,2.79613389
0.1488,2.79613282
0.1490,2.79613176
0.1492,2.79613071
0.1493,2.79612968
0.1495,2.79612866
0.1497,2.79612765
0.1499,2.79612665
0.1501,2.79612566
0.1502,2.79612469
0.1504,2.79612372
0.1506,2.79612277
0.1508,2.79612183
0.1510,2.79612090
0.1511,2.79611998
0.1513,2.79611907
0.1515,2.79611817
0.1517,2.79611728
0.1518,2.79611640
0.1520,2.79611553
0.1522,2.79611468
0.1524,2.79611383
0.1526,2.79611299
0.1527,2.79611216
0.1529,2.79611134
0.1531,2.79611053
0.1533,2.79610973
0.1535,2.79610894
0.1536,2.79610816
0.1538,2.79610739
0.1540,2.79610662
0.1542,2.79610587
0.1544,2.79610512
0.1545,2.79610438
0.1547,2.79610365
0.1549,2.79610293
0.1551,2.79610222
0.1553,2.79610152
0.1554,2.79610082
0.1556,2.79610013
0.1558,2.79609945
0.1560,2.79609878
0.1561,2.79609812
0.1563,2.79609746
0.1565,2.79609681
0.1567,2.79609617
0.1569,2.79609554
0.1570,2.79609491
0.1572,2.79609429
0.1574,2.79609368
0.1576,2.79609307
0.1578,2.79609247
0.1579,2.79609188
0.1581,2.79609130
0.1583,2.79609072
0.1585,2.79609015
0.1587,2.79608959
0.1588,2.79608903
0.1590,2.79608848
0.1592,2.79608793
0.1594,2.79608739
0.1595,2.79608686
0.1597,2.79608634
0.1599,2.79608582
0.1601,2.79608530
0.1603,2.79608480
0.1604,2.79608429
0.1606,2.79608380
0.1608,2.79608331
0.1610,2.79608282
0.1612,2.79608234
0.1613,2.79608187
0.1615,2.79608140
0.1617,2.79608094
0.1619,2.79608048
0.1621,2.79608003
0.1622,2.79607958
0.1624,2.79607914
0.1626,2.79607871
0.1628,2.79607828
0.1630,2.79607785
0.1631,2.79607743
0.1633,2.79607701
0.1635,2.79607660
0.1637,2.79607620
0.1638,2.79607579
0.1640,2.79607540
0.1642,2.79607500
0.1644,2.79607462
0.1646,2.79607423
0.1647,2.79607385
0.1649,2.79607348
0.1651,2.79607311
0.1653,2.79607274
0.1655,2.79607238
0.1656,2.79607202
0.1658,2.79607167
0.1660,2.79607132
0.1662,2.79607098
0.1664,2.79607063
0.1665,2.79607030
0.1667,2.79606996
0.1669,2.79606963
0.1671,2.79606931
0.1672,2.79606899
0.1674,2.79606867
0.1676,2.79606836
0.1678,2.79606805
0.1680,2.79606774
0.1681,2.79606744
0.1683,2.79606714
0.1685,2.79606684
0.1687,2.79606655
0.1689,2.79606626
0.1690,2.79606597
0.1692,2.79606569
0.1694,2.79606541
0.1696,2.79606513
0.1698,2.79606486
0.1699,2.79606459
0.1701,2.79606432
0.1703,2.79606406
0.1705,2.79606380
0.1707,2.79606354
0.1708,2.79606329
0.1710,2.79606304
0.1712,2.79606279
0.1714,2.79606255
0.1715,2.79606230
0.1717,2.79606206
0.1719,2.79606183
0.1721,2.79606159
0.1723,2.79606136
0.1724,2.79606113
0.1726,2.79606091
0.1728,2.79606068
0.1730,2.79606046
0.1732,2.79606024
0.1733,2.79606003
0.1735,2.79605982
0.1737,2.79605961
0.1739,2.79605940
0.1741,2.79605919
0.1742,2.79605899
0.1744,2.79605879
0.1746,2.79605859
0.1748,2.79605839
0.1749,2.79605820
0.1751,2.79605801
0.1753,2.79605782
0.1755,2.79605763
0.1757,2.79605745
0.1758,2.79605726
0.1760,2.79605708
0.1762,2.79605691
0.1764,2.79605673
0.1766,2.79605655
0.1767,2.79605638
0.1769,2.79605621
0.1771,2.79605604
0.1773,2.79605588
0.1775,2.79605571
0.1776,2.79605555
0.1778,2.79605539
0.1780,2.79605523
0.1782,2.79605508
0.1784,2.79605492
0.1785,2.79605477
0.1787,2.79605462
0.1789,2.79605447
0.1791,2.79605432
0.1792,2.79605417
0.1794,2.79605403
0.1796,2.79605389
0.1798,2.79605375
0.1800,2.79605361
0.1801,2.79605347
0.1803,2.79605333
0.1805,2.79605320
0.1807,2.79605307
0.1809,2.79605293
0.1810,2.79605281
0.1812,2.79605268
0.1814,2.79605255
0.1816,2.79605243
0.1818,2.79605230
0.1819,2.79605218
0.1821,2.79605206
0.1823,2.79605194
0.1825,2.79605182
0.1826,2.79605171
0.1828,2.79605159
0.1830,2.79605148
0.1832,2.79605136
0.1834,2.79605125
0.1835,2.79605114
0.1837,2.79605104
0.1839,2.79605093
0.1841,2.79605082
0.1843,2.79605072
0.1844,2.79605061
0.1846,2.79605051
0.1848,2.79605041
0.1850,2.79605031
0.1852,2.79605021
0.1853,2.79605012
0.1855,2.79605002
0.1857,2.79604992
0.1859,2.79604983
0.1861,2.79604974
0.1862,2.79604964
0.1864,2.79604955
0.1866,2.79604946
0.1868,2.79604937
0.1869,2.79604929
0.1871,2.79604920
0.1873,2.79604911
0.1875,2.79604903
0.1877,2.79604895
0.1878,2.79604886
0.1880,2.79604878
0.1882,2.79604870
0.1884,2.79604862
0.1886,2.79604854
0.1887,2.79604846
0.1889,2.79604839
0.1891,2.79604831
0.1893,2.79604824
0.1895,2.79604816
0.1896,2.79604809
0.1898,2.79604802
0.1900,2.79604795
0.1902,2.79604788
0.1903,2.79604781
0.1905,2.79604774
0.1907,2.79604767
0.1909,2.79604760
0.1911,2.79604753
0.1912,2.79604747
0.1914,2.79604740
0.1916,2.79604734
0.1918,2.79604728
0.1920,2.79604721
0.1921,2.79604715
0.1923,2.79604709
0.1925,2.79604703
0.1927,2.79604697
0.1929,2.79604691
0.1930,2.79604685
0.1932,2.79604679
0.1934,2.79604674
0.1936,2.79604668
0.1938,2.79604663
0.1939,2.79604657
0.1941,2.79604652
0.1943,2.79604646
0.1945,2.79604641
0.1946,2.79604636
0.1948,2.79604630
0.1950,2.79604625
0.1952,2.79604620
0.1954,2.79604615
0.1955,2.79604610
0.1957,2.79604605
0.1959,2.79604601
0.1961,2.79604596
0.1963,2.79604591
0.1964,2.79604587
0.1966,2.79604582
0.1968,2.79604577
0.1970,2.79604573
0.1972,2.79604568
0.1973,2.79604564
0.1975,2.79604560
0.1977,2.79604555
0.1979,2.79604551
0.1980,2.79604547
0.1982,2.79604543
0.1984,2.79604539
0.1986,2.79604535
0.1988,2.79604531
0.1989,2.79604527
0.1991,2.79604523
0.1993,2.79604519
0.1995,2.79604515
0.1997,2.79604512
0.1998,2.79604508
0.2000,2.79604504
0.2002,2.79604501
0.2004,2.79604497
0.2006,2.79604494
0.2007,2.79604490
0.2009,2.79604487
0.2011,2.79604483
0.2013,2.79604480
0.2015,2.79604477
0.2016,2.79604473
0.2018,2.79604470
0.2020,2.79604467
0.2022,2.79604464
0.2023,2.79604461
0.2025,2.79604458
0.2027,2.79604454
0.2029,2.79604451
0.2031,2.79604448
0.2032,2.79604446
0.2034,2.79604443
0.2036,2.79604440
0.2038,2.79604437
0.2040,2.79604434
0.2041,2.79604431
0.2043,2.79604429
0.2045,2.79604426
0.2047,2.79604423
0.2049,2.79604421
0.2050,2.79604418
0.2052,2.79604415
0.2054,2.79604413
0.2056,2.79604410
0.2057,2.79604408
0.2059,2.79604405
0.2061,2.79604403
0.2063,2.79604401
0.2065,2.79604398
0.2066,2.79604396
0.2068,2.79604393
0.2070,2.79604391
0.2072,2.79604389
0.2074,2.79604387
0.2075,2.79604384
0.2077,2.79604382
0.2079,2.79604380
0.2081,2.79604378
0.2083,2.79604376
0.2084,2.79604374
0.2086,2.79604372
0.2088,2.79604370
0.2090,2.79604368
0.2092,2.79604366
0.2093,2.79604364
0.2095,2.79604362
0.2097,2.79604360
0.2099,2.79604358
0.2100,2.79604356
0.2102,2.79604354
0.2104,2.79604353
0.2106,2.79604351
0.2108,2.79604349
0.2109,2.79604347
0.2111,2.79604346
0.2113,2.79604344
0.2115,2.79604342
0.2117,2.79604340
0.2118,2.79604339
0.2120,2.79604337
0.2122,2.79604336
0.2124,2.79604334
0.2126,2.79604332
0.2127,2.79604331
0.2129,2.79604329
0.2131,2.79604328
0.2133,2.79604326
0.2134,2.79604325
0.2136,2.79604323
0.2138,2.79604322
0.2140,2.79604321
0.2142,2.79604319
0.2143,2.79604318
0.2145,2.79604316
0.2147,2.79604315
0.2149,2.79604314
0.2151,2.79604312
0.2152,2.79604311
0.2154,2.79604310
0.2156,2.79604308
0.2158,2.79604307
0.2160,2.79604306
0.2161,2.79604305
0.2163,2.79604304
0.2165,2.79604302
0.2167,2.79604301
0.2169,2.79604300
0.2170,2.79604299
0.2172,2.79604298
0.2174,2.79604297
0.2176,2.79604295
0.2177,2.79604294
0.2179,2.79604293
0.2181,2.79604292
0.2183,2.79604291
0.2185,2.79604290
0.2186,2.79604289
0.2188,2.79604288
0.2190,2.79604287
0.2192,2.79604286
0.2194,2.79604285
0.2195,2.79604284
0.2197,2.79604283
0.2199,2.79604282
0.2201,2.79604281
0.2203,2.79604280
0.2204,2.79604279
0.2206,2.79604278
0.2208,2.79604278
0.2210,2.79604277
0.2211,2.79604276
0.2213,2.79604275
0.2215,2.79604274
0.2217,2.79604273
0.2219,2.79604272
0.2220,2.79604272
0.2222,2.79604271
0.2224,2.79604270
0.2226,2.79604269
0.2228,2.79604268
0.2229,2.79604268
0.2231,2.79604267
0.2233,2.79604266
0.2235,2.79604265
0.2237,2.79604265
0.2238,2.79604264
0.2240,2.79604263
0.2242,2.79604262
0.2244,2.79604262
0.2245,2.79604261
0.2247,2.79604260
0.2249,2.79604260
0.2251,2.79604259
0.2253,2.79604258
0.2254,2.79604258
0.2256,2.79604257
0.2258,2.79604256
0.2260,2.79604256
0.2262,2.79604255
0.2263,2.79604255
0.2265,2.79604254
0.2267,2.79604253
0.2269,2.79604253
0.2271,2.79604252
0.2272,2.79604252
0.2274,2.79604251
