t,Nu
0.2272,3.91603434
0.2274,3.91603439
0.2276,3.91603444
0.2278,3.91603449
0.2280,3.91603454
0.2281,3.91603459
0.2283,3.91603464
0.2285,3.91603469
0.2287,3.91603474
0.2288,3.91603478
0.2290,3.91603483
0.2292,3.91603488
0.2294,3.91603493
0.2296,3.91603497
0.2297,3.91603502
0.2299,3.91603507
0.2301,3.91603511
0.2303,3.91603516
0.2305,3.91603520
0.2306,3.91603525
0.2308,3.91603530
0.2310,3.91603534
0.2312,3.91603539
0.2314,3.91603543
0.2315,3.91603547
0.2317,3.91603552
0.2319,3.91603556
0.2321,3.91603561
0.2322,3.91603565
0.2324,3.91603569
0.2326,3.91603574
0.2328,3.91603578
0.2330,3.91603582
0.2331,3.91603586
0.2333,3.91603590
0.2335,3.91603595
0.2337,3.91603599
0.2339,3.91603603
0.2340,3.91603607
0.2342,3.91603611
0.2344,3.91603615
0.2346,3.91603619
0.2348,3.91603623
0.2349,3.91603627
0.2351,3.91603631
0.2353,3.91603635
0.2355,3.91603639
0.2357,3.91603643
0.2358,3.91603647
0.2360,3.91603651
0.2362,3.91603655
0.2364,3.91603659
0.2365,3.91603662
0.2367,3.91603666
0.2369,3.91603670
0.2371,3.91603674
0.2373,3.91603678
0.2374,3.91603681
0.2376,3.91603685
0.2378,3.91603689
0.2380,3.91603692
0.2382,3.91603696
0.2383,3.91603700
0.2385,3.91603703
0.2387,3.91603707
0.2389,3.91603711
0.2391,3.91603714
0.2392,3.91603718
0.2394,3.91603721
0.2396,3.91603725
0.2398,3.91603728
0.2399,3.91603732
0.2401,3.91603735
0.2403,3.91603739
0.2405,3.91603742
0.2407,3.91603746
0.2408,3.91603749
0.2410,3.91603752
0.2412,3.91603756
0.2414,3.91603759
0.2416,3.91603762
0.2417,3.91603766
0.2419,3.91603769
0.2421,3.91603772
0.2423,3.91603776
0.2425,3.91603779
0.2426,3.91603782
0.2428,3.91603785
0.2430,3.91603788
0.2432,3.91603792
0.2434,3.91603795
0.2435,3.91603798
0.2437,3.91603801
0.2439,3.91603804
0.2441,3.91603807
0.2442,3.91603810
0.2444,3.91603813
0.2446,3.91603816
0.2448,3.91603819
0.2450,3.91603822
0.2451,3.91603825
0.2453,3.91603828
0.2455,3.91603831
0.2457,3.91603834
0.2459,3.91603837
0.2460,3.91603840
0.2462,3.91603843
0.2464,3.91603845
0.2466,3.91603848
0.2468,3.91603851
0.2469,3.91603854
0.2471,3.91603857
0.2473,3.91603859
0.2475,3.91603862
0.2476,3.91603865
0.2478,3.91603868
0.2480,3.91603870
0.2482,3.91603873
0.2484,3.91603876
0.2485,3.91603878
0.2487,3.91603881
0.2489,3.91603884
0.2491,3.91603886
0.2493,3.91603889
0.2494,3.91603892
0.2496,3.91603894
0.2498,3.91603897
0.2500,3.91603899
0.2502,3.91603902
0.2503,3.91603905
0.2505,3.91603907
0.2507,3.91603910
0.2509,3.91603912
0.2511,3.91603915
0.2512,3.91603917
0.2514,3.91603919
0.2516,3.91603922
0.2518,3.91603924
0.2519,3.91603927
0.2521,3.91603929
0.2523,3.91603932
0.2525,3.91603934
0.2527,3.91603936
0.2528,3.91603939
0.2530,3.91603941
0.2532,3.91603943
0.2534,3.91603946
0.2536,3.91603948
0.2537,3.91603950
0.2539,3.91603953
0.2541,3.91603955
0.2543,3.91603957
0.2545,3.91603959
0.2546,3.91603962
0.2548,3.91603964
0.2550,3.91603966
0.2552,3.91603968
0.2553,3.91603970
0.2555,3.91603973
0.2557,3.91603975
0.2559,3.91603977
0.2561,3.91603979
0.2562,3.91603981
0.2564,3.91603983
0.2566,3.91603985
0.2568,3.91603988
0.2570,3.91603990
0.2571,3.91603992
0.2573,3.91603994
0.2575,3.91603996
0.2577,3.91603998
0.2579,3.91604000
0.2580,3.91604002
0.2582,3.91604004
0.2584,3.91604006
0.2586,3.91604008
0.2588,3.91604010
0.2589,3.91604012
0.2591,3.91604014
0.2593,3.91604016
0.2595,3.91604018
0.2596,3.91604020
0.2598,3.91604021
0.2600,3.91604023
0.2602,3.91604025
0.2604,3.91604027
0.2605,3.91604029
0.2607,3.91604031
0.2609,3.91604033
0.2611,3.91604035
0.2613,3.91604036
0.2614,3.91604038
0.2616,3.91604040
0.2618,3.91604042
0.2620,3.91604044
0.2622,3.91604045
0.2623,3.91604047
0.2625,3.91604049
0.2627,3.91604051
0.2629,3.91604052
0.2630,3.91604054
0.2632,3.91604056
0.2634,3.91604058
0.2636,3.91604059
0.2638,3.91604061
0.2639,3.91604063
0.2641,3.91604064
0.2643,3.91604066
0.2645,3.91604068
0.2647,3.91604069
0.2648,3.91604071
0.2650,3.91604072
0.2652,3.91604074
0.2654,3.91604076
0.2656,3.91604077
0.2657,3.91604079
0.2659,3.91604080
0.2661,3.91604082
0.2663,3.91604084
0.2665,3.91604085
0.2666,3.91604087
0.2668,3.91604088
0.2670,3.91604090
0.2672,3.91604091
0.2673,3.91604093
0.2675,3.91604094
0.2677,3.91604096
0.2679,3.91604097
0.2681,3.91604099
0.2682,3.91604100
0.2684,3.91604102
0.2686,3.91604103
0.2688,3.91604105
0.2690,3.91604106
0.2691,3.91604108
0.2693,3.91604109
0.2695,3.91604110
0.2697,3.91604112
0.2699,3.91604113
0.2700,3.91604115
0.2702,3.91604116
0.2704,3.91604117
0.2706,3.91604119
0.2707,3.91604120
0.2709,3.91604121
0.2711,3.91604123
0.2713,3.91604124
0.2715,3.91604125
0.2716,3.91604127
0.2718,3.91604128
0.2720,3.91604129
0.2722,3.91604131
0.2724,3.91604132
0.2725,3.91604133
0.2727,3.91604134
0.2729,3.91604136
0.2731,3.91604137
0.2733,3.91604138
0.2734,3.91604139
0.2736,3.91604141
0.2738,3.91604142
0.2740,3.91604143
0.2742,3.91604144
0.2743,3.91604146
0.2745,3.91604147
0.2747,3.91604148
0.2749,3.91604149
0.2750,3.91604150
0.2752,3.91604152
0.2754,3.91604153
0.2756,3.91604154
0.2758,3.91604155
0.2759,3.91604156
0.2761,3.91604157
0.2763,3.91604158
0.2765,3.91604160
0.2767,3.91604161
0.2768,3.91604162
0.2770,3.91604163
0.2772,3.91604164
0.2774,3.91604165
0.2776,3.91604166
0.2777,3.91604167
0.2779,3.91604168
0.2781,3.91604169
0.2783,3.91604170
0.2784,3.91604172
0.2786,3.91604173
0.2788,3.91604174
0.2790,3.91604175
0.2792,3.91604176
0.2793,3.91604177
0.2795,3.91604178
0.2797,3.91604179
0.2799,3.91604180
0.2801,3.91604181
0.2802,3.91604182
0.2804,3.91604183
0.2806,3.91604184
0.2808,3.91604185
0.2810,3.91604185
0.2811,3.91604186
0.2813,3.91604187
0.2815,3.91604188
0.2817,3.91604189
0.2819,3.91604190
0.2820,3.91604191
0.2822,3.91604192
0.2824,3.91604193
0.2826,3.91604194
0.2827,3.91604195
0.2829,3.91604196
0.2831,3.91604196
0.2833,3.91604197
0.2835,3.91604198
0.2836,3.91604199
0.2838,3.91604200
0.2840,3.91604201
0.2842,3.91604202
0.2844,3.91604202
0.2845,3.91604203
0.2847,3.91604204
0.2849,3.91604205
0.2851,3.91604206
0.2853,3.91604207
0.2854,3.91604207
0.2856,3.91604208
0.2858,3.91604209
0.2860,3.91604210
0.2861,3.91604211
0.2863,3.91604212
0.2865,3.91604212
0.2867,3.91604213
0.2869,3.91604214
0.2870,3.91604215
0.2872,3.91604215
0.2874,3.91604216
0.2876,3.91604217
0.2878,3.91604218
0.2879,3.91604219
0.2881,3.91604219
0.2883,3.91604220
0.2885,3.91604221
0.2887,3.91604222
0.2888,3.91604222
0.2890,3.91604223
0.2892,3.91604224
0.2894,3.91604224
0.2896,3.91604225
0.2897,3.91604226
0.2899,3.91604227
0.2901,3.91604227
0.2903,3.91604228
0.2904,3.91604229
0.2906,3.91604229
0.2908,3.91604230
0.2910,3.91604231
0.2912,3.91604231
0.2913,3.91604232
0.2915,3.91604233
0.2917,3.91604233
0.2919,3.91604234
0.2921,3.91604235
0.2922,3.91604235
0.2924,3.91604236
0.2926,3.91604237
0.2928,3.91604237
0.2930,3.91604238
0.2931,3.91604239
0.2933,3.91604239
0.2935,3.91604240
0.2937,3.91604240
0.2938,3.91604241
0.2940,3.91604242
0.2942,3.91604242
0.2944,3.91604243
0.2946,3.91604243
0.2947,3.91604244
0.2949,3.91604245
0.2951,3.91604245
0.2953,3.91604246
0.2955,3.91604246
0.2956,3.91604247
0.2958,3.91604247
0.2960,3.91604248
0.2962,3.91604248
0.2964,3.91604249
0.2965,3.91604250
0.2967,3.91604250
0.2969,3.91604251
0.2971,3.91604251
0.2973,3.91604252
0.2974,3.91604252
0.2976,3.91604253
0.2978,3.91604253
0.2980,3.91604254
0.2981,3.91604254
0.2983,3.91604255
0.2985,3.91604255
0.2987,3.91604256
0.2989,3.91604256
0.2990,3.91604257
0.2992,3.91604257
0.2994,3.91604258
0.2996,3.91604258
0.2998,3.91604259
0.2999,3.91604259
0.3001,3.91604260
0.3003,3.91604260
0.3005,3.91604260
0.3007,3.91604261
0.3008,3.91604261
0.3010,3.91604262
0.3012,3.91604262
0.3014,3.91604263
0.3015,3.91604263
0.3017,3.91604264
0.3019,3.91604264
0.3021,3.91604264
0.3023,3.91604265
0.3024,3.91604265
0.3026,3.91604266
0.3028,3.91604266
0.3030,3.91604267
0.3032,3.91604267
0.3033,3.91604267
0.3035,3.91604268
0.3037,3.91604268
0.3039,3.91604268
0.3041,3.91604269
0.3042,3.91604269
0.3044,3.91604270
0.3046,3.91604270
0.3048,3.91604270
0.3050,3.91604271
0.3051,3.91604271
0.3053,3.91604272
0.3055,3.91604272
0.3057,3.91604272
0.3058,3.91604273
0.3060,3.91604273
0.3062,3.91604273
0.3064,3.91604274
0.3066,3.91604274
0.3067,3.91604274
0.3069,3.91604275
0.3071,3.91604275
0.3073,3.91604275
0.3075,3.91604276
0.3076,3.91604276
0.3078,3.91604276
0.3080,3.91604277
0.3082,3.91604277
0.3084,3.91604277
0.3085,3.91604278
0.3087,3.91604278
0.3089,3.91604278
0.3091,3.91604278
0.3092,3.91604279
0.3094,3.91604279
0.3096,3.91604279
0.3098,3.91604280
0.3100,3.91604280
0.3101,3.91604280
0.3103,3.91604280
0.3105,3.91604281
0.3107,3.91604281
0.3109,3.91604281
0.3110,3.91604282
0.3112,3.91604282
0.3114,3.91604282
0.3116,3.91604282
0.3118,3.91604283
0.3119,3.91604283
0.3121,3.91604283
0.3123,3.91604283
0.3125,3.91604284
0.3127,3.91604284
0.3128,3.91604284
0.3130,3.91604284
0.3132,3.91604285
0.3134,3.91604285
0.3135,3.91604285
0.3137,3.91604285
0.3139,3.91604285
0.3141,3.91604286
0.3143,3.91604286
0.3144,3.91604286
0.3146,3.91604286
0.3148,3.91604287
0.3150,3.91604287
0.3152,3.91604287
0.3153,3.91604287
0.3155,3.91604287
0.3157,3.91604288
0.3159,3.91604288
0.3161,3.91604288
0.3162,3.91604288
0.3164,3.91604288
0.3166,3.91604289
0.3168,3.91604289
0.3169,3.91604289
0.3171,3.91604289
0.3173,3.91604289
0.3175,3.91604289
0.3177,3.91604290
0.3178,3.91604290
0.3180,3.91604290
0.3182,3.91604290
0.3184,3.91604290
0.3186,3.91604290
0.3187,3.91604291
0.3189,3.91604291
0.3191,3.91604291
0.3193,3.91604291
0.3195,3.91604291
0.3196,3.91604291
0.3198,3.91604292
0.3200,3.91604292
0.3202,3.91604292
0.3204,3.91604292
0.3205,3.91604292
0.3207,3.91604292
0.3209,3.91604292
0.3211,3.91604293
0.3212,3.91604293
0.3214,3.91604293
0.3216,3.91604293
0.3218,3.91604293
0.3220,3.91604293
0.3221,3.91604293
0.3223,3.91604293
0.3225,3.91604293
0.3227,3.91604294
0.3229,3.91604294
0.3230,3.91604294
0.3232,3.91604294
0.3234,3.91604294
0.3236,3.91604294
0.3238,3.91604294
0.3239,3.91604294
0.3241,3.91604294
0.3243,3.91604295
0.3245,3.91604295
0.3246,3.91604295
0.3248,3.91604295
0.3250,3.91604295
0.3252,3.91604295
0.3254,3.91604295
0.3255,3.91604295
0.3257,3.91604295
0.3259,3.91604295
0.3261,3.91604295
0.3263,3.91604295
0.3264,3.91604295
0.3266,3.91604296
0.3268,3.91604296
0.3270,3.91604296
0.3272,3.91604296
0.3273,3.91604296
0.3275,3.91604296
0.3277,3.91604296
0.3279,3.91604296
0.3281,3.91604296
0.3282,3.91604296
0.3284,3.91604296
0.3286,3.91604296
0.3288,3.91604296
0.3289,3.91604296
0.3291,3.91604296
0.3293,3.91604296
0.3295,3.91604296
0.3297,3.91604296
0.3298,3.91604296
0.3300,3.91604296
0.3302,3.91604297
0.3304,3.91604297
0.3306,3.91604297
0.3307,3.91604297
0.3309,3.91604297
0.3311,3.91604297
0.3313,3.91604297
0.3315,3.91604297
0.3316,3.91604297
0.3318,3.91604297
0.3320,3.91604297
0.3322,3.91604297
0.3323,3.91604297
0.3325,3.91604297
0.3327,3.91604297
0.3329,3.91604297
0.3331,3.91604297
0.3332,3.91604297
0.3334,3.91604297
0.3336,3.91604297
0.3338,3.91604297
0.3340,3.91604297
0.3341,3.91604297
0.3343,3.91604297
0.3345,3.91604297
0.3347,3.91604297
0.3349,3.91604297
0.3350,3.91604297
0.3352,3.91604297
0.3354,3.91604297
0.3356,3.91604297
0.3358,3.91604297
0.3359,3.91604297
0.3361,3.91604297
0.3363,3.91604297
0.3365,3.91604297
0.3366,3.91604297
0.3368,3.91604297
0.3370,3.91604297
0.3372,3.91604297
0.3374,3.91604296
0.3375,3.91604296
0.3377,3.91604296
0.3379,3.91604296
0.3381,3.91604296
0.3383,3.91604296
0.3384,3.91604296
0.3386,3.91604296
0.3388,3.91604296
0.3390,3.91604296
0.3392,3.91604296
0.3393,3.91604296
0.3395,3.91604296
0.3397,3.91604296
0.3399,3.91604296
0.3400,3.91604296
0.3402,3.91604296
0.3404,3.91604296
0.3406,3.91604296
0.3408,3.91604296
0.3409,3.91604296
0.3411,3.91604296
0.3413,3.91604295
0.3415,3.91604295
0.3417,3.91604295
0.3418,3.91604295
0.3420,3.91604295
0.3422,3.91604295
0.3424,3.91604295
0.3426,3.91604295
0.3427,3.91604295
0.3429,3.91604295
0.3431,3.91604295
0.3433,3.91604295
0.3435,3.91604295
0.3436,3.91604295
0.3438,3.91604294
0.3440,3.91604294
0.3442,3.91604294
0.3443,3.91604294
0.3445,3.91604294
0.3447,3.91604294
0.3449,3.91604294
0.3451,3.91604294
0.3452,3.91604294
0.3454,3.91604294
0.3456,3.91604294
0.3458,3.91604294
0.3460,3.91604293
0.3461,3.91604293
0.3463,3.91604293
0.3465,3.91604293
0.3467,3.91604293
0.3469,3.91604293
0.3470,3.91604293
0.3472,3.91604293
0.3474,3.91604293
0.3476,3.91604293
0.3477,3.91604292
0.3479,3.91604292
0.3481,3.91604292
0.3483,3.91604292
0.3485,3.91604292
0.3486,3.91604292
0.3488,3.91604292
0.3490,3.91604292
0.3492,3.91604292
0.3494,3.91604292
0.3495,3.91604291
0.3497,3.91604291
0.3499,3.91604291
0.3501,3.91604291
0.3503,3.91604291
0.3504,3.91604291
0.3506,3.91604291
0.3508,3.91604291
0.3510,3.91604290
0.3512,3.91604290
0.3513,3.91604290
0.3515,3.91604290
0.3517,3.91604290
0.3519,3.91604290
0.3520,3.91604290
0.3522,3.91604290
0.3524,3.91604289
0.3526,3.91604289
0.3528,3.91604289
0.3529,3.91604289
0.3531,3.91604289
0.3533,3.91604289
0.3535,3.91604289
0.3537,3.91604289
0.3538,3.91604288
0.3540,3.91604288
0.3542,3.91604288
0.3544,3.91604288
0.3546,3.91604288
0.3547,3.91604288
0.3549,3.91604288
0.3551,3.91604287
0.3553,3.91604287
0.3554,3.91604287
0.3556,3.91604287
0.3558,3.91604287
0.3560,3.91604287
0.3562,3.91604287
0.3563,3.91604286
0.3565,3.91604286
0.3567,3.91604286
0.3569,3.91604286
0.3571,3.91604286
0.3572,3.91604286
0.3574,3.91604285
0.3576,3.91604285
0.3578,3.91604285
0.3580,3.91604285
0.3581,3.91604285
0.3583,3.91604285
0.3585,3.91604285
0.3587,3.91604284
0.3589,3.91604284
0.3590,3.91604284
0.3592,3.91604284
0.3594,3.91604284
0.3596,3.91604284
0.3597,3.91604283
0.3599,3.91604283
0.3601,3.91604283
0.3603,3.91604283
0.3605,3.91604283
0.3606,3.91604283
0.3608,3.91604282
0.3610,3.91604282
0.3612,3.91604282
0.3614,3.91604282
0.3615,3.91604282
0.3617,3.91604282
0.3619,3.91604281
0.3621,3.91604281
0.3623,3.91604281
0.3624,3.91604281
0.3626,3.91604281
0.3628,3.91604280
0.3630,3.91604280
0.3631,3.91604280
0.3633,3.91604280
0.3635,3.91604280
0.3637,3.91604280
0.3639,3.91604279
0.3640,3.91604279
0.3642,3.91604279
0.3644,3.91604279
0.3646,3.91604279
0.3648,3.91604278
0.3649,3.91604278
0.3651,3.91604278
0.3653,3.91604278
0.3655,3.91604278
0.3657,3.91604278
0.3658,3.91604277
0.3660,3.91604277
0.3662,3.91604277
0.3664,3.91604277
0.3666,3.91604277
0.3667,3.91604276
0.3669,3.91604276
0.3671,3.91604276
0.3673,3.91604276
0.3674,3.91604276
0.3676,3.91604275
0.3678,3.91604275
0.3680,3.91604275
0.3682,3.91604275
0.3683,3.91604275
0.3685,3.91604274
0.3687,3.91604274
0.3689,3.91604274
0.3691,3.91604274
0.3692,3.91604274
0.3694,3.91604273
0.3696,3.91604273
0.3698,3.91604273
0.3700,3.91604273
0.3701,3.91604273
0.3703,3.91604272
0.3705,3.91604272
0.3707,3.91604272
0.3708,3.91604272
0.3710,3.91604272
0.3712,3.91604271
0.3714,3.91604271
0.3716,3.91604271
0.3717,3.91604271
0.3719,3.91604271
0.3721,3.91604270
0.3723,3.91604270
0.3725,3.91604270
0.3726,3.91604270
0.3728,3.91604270
0.3730,3.91604269
0.3732,3.91604269
0.3734,3.91604269
0.3735,3.91604269
0.3737,3.91604268
0.3739,3.91604268
0.3741,3.91604268
0.3742,3.91604268
0.3744,3.91604268
0.3746,3.91604267
0.3748,3.91604267
0.3750,3.91604267
0.3751,3.91604267
0.3753,3.91604266
0.3755,3.91604266
0.3757,3.91604266
0.3759,3.91604266
0.3760,3.91604266
0.3762,3.91604265
0.3764,3.91604265
0.3766,3.91604265
0.3768,3.91604265
0.3769,3.91604265
0.3771,3.91604264
0.3773,3.91604264
0.3775,3.91604264
0.3777,3.91604264
0.3778,3.91604263
0.3780,3.91604263
0.3782,3.91604263
0.3784,3.91604263
0.3785,3.91604262
0.3787,3.91604262
0.3789,3.91604262
0.3791,3.91604262
0.3793,3.91604262
0.3794,3.91604261
0.3796,3.91604261
0.3798,3.91604261
0.3800,3.91604261
0.3802,3.91604260
0.3803,3.91604260
0.3805,3.91604260
0.3807,3.91604260
0.3809,3.91604259
0.3811,3.91604259
0.3812,3.91604259
0.3814,3.91604259
0.3816,3.91604259
0.3818,3.91604258
0.3819,3.91604258
0.3821,3.91604258
0.3823,3.91604258
0.3825,3.91604257
0.3827,3.91604257
0.3828,3.91604257
0.3830,3.91604257
0.3832,3.91604256
0.3834,3.91604256
0.3836,3.91604256
0.3837,3.91604256
0.3839,3.91604255
0.3841,3.91604255
0.3843,3.91604255
0.3845,3.91604255
0.3846,3.91604254
0.3848,3.91604254
0.3850,3.91604254
0.3852,3.91604254
0.3854,3.91604254
0.3855,3.91604253
0.3857,3.91604253
0.3859,3.91604253
0.3861,3.91604253
0.3862,3.91604252
0.3864,3.91604252
0.3866,3.91604252
0.3868,3.91604252
0.3870,3.91604251
0.3871,3.91604251
0.3873,3.91604251
0.3875,3.91604251
0.3877,3.91604250
0.3879,3.91604250
0.3880,3.91604250
0.3882,3.91604250
0.3884,3.91604249
0.3886,3.91604249
0.3888,3.91604249
0.3889,3.91604249
0.3891,3.91604248
0.3893,3.91604248
0.3895,3.91604248
0.3896,3.91604248
0.3898,3.91604247
0.3900,3.91604247
0.3902,3.91604247
0.3904,3.91604247
0.3905,3.91604246
0.3907,3.91604246
0.3909,3.91604246
0.3911,3.91604246
0.3913,3.91604245
0.3914,3.91604245
0.3916,3.91604245
0.3918,3.91604245
0.3920,3.91604244
0.3922,3.91604244
0.3923,3.91604244
0.3925,3.91604244
0.3927,3.91604243
0.3929,3.91604243
0.3931,3.91604243
0.3932,3.91604243
0.3934,3.91604242
0.3936,3.91604242
0.3938,3.91604242
0.3939,3.91604242
0.3941,3.91604241
0.3943,3.91604241
0.3945,3.91604241
0.3947,3.91604240
0.3948,3.91604240
0.3950,3.91604240
0.3952,3.91604240
0.3954,3.91604239
0.3956,3.91604239
0.3957,3.91604239
0.3959,3.91604239
0.3961,3.91604238
0.3963,3.91604238
0.3965,3.91604238
0.3966,3.91604238
0.3968,3.91604237
0.3970,3.91604237
0.3972,3.91604237
0.3973,3.91604237
0.3975,3.91604236
0.3977,3.91604236
0.3979,3.91604236
0.3981,3.91604236
0.3982,3.91604235
0.3984,3.91604235
0.3986,3.91604235
0.3988,3.91604234
0.3990,3.91604234
0.3991,3.91604234
0.3993,3.91604234
0.3995,3.91604233
0.3997,3.91604233
0.3999,3.91604233
0.4000,3.91604233
0.4002,3.91604232
0.4004,3.91604232
0.4006,3.91604232
0.4008,3.91604232
0.4009,3.91604231
0.4011,3.91604231
0.4013,3.91604231
0.4015,3.91604230
0.4016,3.91604230
0.4018,3.91604230
0.4020,3.91604230
0.4022,3.91604229
0.4024,3.91604229
0.4025,3.91604229
0.4027,3.91604229
0.4029,3.91604228
0.4031,3.91604228
0.4033,3.91604228
0.4034,3.91604228
0.4036,3.91604227
0.4038,3.91604227
0.4040,3.91604227
0.4042,3.91604226
0.4043,3.91604226
0.4045,3.91604226
0.4047,3.91604226
0.4049,3.91604225
0.4050,3.91604225
0.4052,3.91604225
0.4054,3.91604225
0.4056,3.91604224
0.4058,3.91604224
0.4059,3.91604224
0.4061,3.91604223
0.4063,3.91604223
0.4065,3.91604223
0.4067,3.91604223
0.4068,3.91604222
0.4070,3.91604222
0.4072,3.91604222
0.4074,3.91604222
0.4076,3.91604221
0.4077,3.91604221
0.4079,3.91604221
0.4081,3.91604220
0.4083,3.91604220
0.4085,3.91604220
0.4086,3.91604220
0.4088,3.91604219
0.4090,3.91604219
0.4092,3.91604219
0.4093,3.91604219
0.4095,3.91604218
0.4097,3.91604218
0.4099,3.91604218
0.4101,3.91604217
0.4102,3.91604217
0.4104,3.91604217
0.4106,3.91604217
0.4108,3.91604216
0.4110,3.91604216
0.4111,3.91604216
0.4113,3.91604216
0.4115,3.91604215
0.4117,3.91604215
0.4119,3.91604215
0.4120,3.91604214
0.4122,3.91604214
0.4124,3.91604214
0.4126,3.91604214
0.4127,3.91604213
0.4129,3.91604213
0.4131,3.91604213
0.4133,3.91604213
0.4135,3.91604212
0.4136,3.91604212
0.4138,3.91604212
0.4140,3.91604211
0.4142,3.91604211
0.4144,3.91604211
0.4145,3.91604211
0.4147,3.91604210
0.4149,3.91604210
0.4151,3.91604210
0.4153,3.91604209
0.4154,3.91604209
0.4156,3.91604209
0.4158,3.91604209
0.4160,3.91604208
0.4162,3.91604208
0.4163,3.91604208
0.4165,3.91604208
0.4167,3.91604207
0.4169,3.91604207
0.4170,3.91604207
0.4172,3.91604206
0.4174,3.91604206
0.4176,3.91604206
0.4178,3.91604206
0.4179,3.91604205
0.4181,3.91604205
0.4183,3.91604205
0.4185,3.91604204
0.4187,3.91604204
0.4188,3.91604204
0.4190,3.91604204
0.4192,3.91604203
0.4194,3.91604203
0.4196,3.91604203
0.4197,3.91604202
0.4199,3.91604202
0.4201,3.91604202
0.4203,3.91604202
0.4204,3.91604201
0.4206,3.91604201
0.4208,3.91604201
0.4210,3.91604201
0.4212,3.91604200
0.4213,3.91604200
0.4215,3.91604200
0.4217,3.91604199
0.4219,3.91604199
0.4221,3.91604199
0.4222,3.91604199
0.4224,3.91604198
0.4226,3.91604198
0.4228,3.91604198
0.4230,3.91604197
0.4231,3.91604197
0.4233,3.91604197
0.4235,3.91604197
0.4237,3.91604196
0.4239,3.91604196
0.4240,3.91604196
0.4242,3.91604195
0.4244,3.91604195
0.4246,3.91604195
0.4247,3.91604195
0.4249,3.91604194
0.4251,3.91604194
0.4253,3.91604194
0.4255,3.91604193
0.4256,3.91604193
0.4258,3.91604193
0.4260,3.91604193
0.4262,3.91604192
0.4264,3.91604192
0.4265,3.91604192
0.4267,3.91604192
0.4269,3.91604191
0.4271,3.91604191
0.4273,3.91604191
0.4274,3.91604190
0.4276,3.91604190
0.4278,3.91604190
0.4280,3.91604190
0.4281,3.91604189
0.4283,3.91604189
0.4285,3.91604189
0.4287,3.91604188
0.4289,3.91604188
0.4290,3.91604188
0.4292,3.91604188
0.4294,3.91604187
0.4296,3.91604187
0.4298,3.91604187
0.4299,3.91604186
0.4301,3.91604186
0.4303,3.91604186
0.4305,3.91604186
0.4307,3.91604185
0.4308,3.91604185
0.4310,3.91604185
0.4312,3.91604184
0.4314,3.91604184
0.4316,3.91604184
0.4317,3.91604184
0.4319,3.91604183
0.4321,3.91604183
0.4323,3.91604183
0.4324,3.91604182
0.4326,3.91604182
0.4328,3.91604182
0.4330,3.91604182
0.4332,3.91604181
0.4333,3.91604181
0.4335,3.91604181
0.4337,3.91604180
0.4339,3.91604180
0.4341,3.91604180
0.4342,3.91604180
0.4344,3.91604179
0.4346,3.91604179
0.4348,3.91604179
0.4350,3.91604178
0.4351,3.91604178
0.4353,3.91604178
0.4355,3.91604178
0.4357,3.91604177
0.4358,3.91604177
0.4360,3.91604177
0.4362,3.91604177
0.4364,3.91604176
0.4366,3.91604176
0.4367,3.91604176
0.4369,3.91604175
0.4371,3.91604175
0.4373,3.91604175
0.4375,3.91604175
0.4376,3.91604174
0.4378,3.91604174
0.4380,3.91604174
0.4382,3.91604173
0.4384,3.91604173
0.4385,3.91604173
0.4387,3.91604173
0.4389,3.91604172
0.4391,3.91604172
0.4393,3.91604172
0.4394,3.91604171
0.4396,3.91604171
0.4398,3.91604171
0.4400,3.91604171
0.4401,3.91604170
0.4403,3.91604170
0.4405,3.91604170
0.4407,3.91604169
0.4409,3.91604169
0.4410,3.91604169
0.4412,3.91604169
0.4414,3.91604168
0.4416,3.91604168
0.4418,3.91604168
0.4419,3.91604167
0.4421,3.91604167
0.4423,3.91604167
0.4425,3.91604167
0.4427,3.91604166
0.4428,3.91604166
0.4430,3.91604166
0.4432,3.91604165
0.4434,3.91604165
0.4435,3.91604165
0.4437,3.91604165
0.4439,3.91604164
0.4441,3.91604164
0.4443,3.91604164
0.4444,3.91604163
0.4446,3.91604163
0.4448,3.91604163
0.4450,3.91604163
0.4452,3.91604162
0.4453,3.91604162
0.4455,3.91604162
0.4457,3.91604162
0.4459,3.91604161
0.4461,3.91604161
0.4462,3.91604161
0.4464,3.91604160
0.4466,3.91604160
0.4468,3.91604160
0.4470,3.91604160
0.4471,3.91604159
0.4473,3.91604159
0.4475,3.91604159
0.4477,3.91604158
0.4478,3.91604158
0.4480,3.91604158
0.4482,3.91604158
0.4484,3.91604157
0.4486,3.91604157
0.4487,3.91604157
0.4489,3.91604156
0.4491,3.91604156
0.4493,3.91604156
0.4495,3.91604156
0.4496,3.91604155
0.4498,3.91604155
0.4500,3.91604155
0.4502,3.91604154
0.4504,3.91604154
0.4505,3.91604154
0.4507,3.91604154
0.4509,3.91604153
0.4511,3.91604153
0.4512,3.91604153
0.4514,3.91604152
0.4516,3.91604152
0.4518,3.91604152
0.4520,3.91604152
0.4521,3.91604151
0.4523,3.91604151
0.4525,3.91604151
0.4527,3.91604151
0.4529,3.91604150
0.4530,3.91604150
0.4532,3.91604150
0.4534,3.91604149
0.4536,3.91604149
0.4538,3.91604149
0.4539,3.91604149
0.4541,3.91604148
0.4543,3.91604148
0.4545,3.91604148
0.4547,3.91604147
0.4548,3.91604147
